id,text,labels_set,tokenized_text
7470,"Бүгүн күндүз тоолуу райондордо кар жаашы мүмкүн. Бул тууралуу ӨКМден кабарлашты.  Маалыматка караганда, Чүй, Талас, Ош, Жалал-Абад, Баткен облустарынын кээ бир райондорунда туман түшүшү ыктымал. 
Жолдор тайгак жана тоңголок болот. Батыштан соккон шамалдын ылдамдыгы секундасына 3-8 метрге жетиши мүмкүн.  ",weather,"Бүгүн күндүз тоолуу райондордо кар жаашы мүмкүн . Бул тууралуу ӨКМден кабарлашты . Маалыматка караганда , Чүй , Талас , Ош , Жалал - Абад , Баткен облустарынын кээ бир райондорунда туман түшүшү ыктымал . Жолдор тайгак жана тоңголок болот . Батыштан соккон шамалдын ылдамдыгы секундасына 3- 8 метрге жетиши мүмкүн ."
3809,"12-июнга чейин туруксуз аба-ырайы сакталып, жаан, мөндүр, ал эми тоолордо жана тоо этектеринде кар жаайт. Бул тууралуу ӨКМ маалымдайт. Батыштан соккон шамалдын ылдамдыгы секундасына 4-9 метрден, кээ бир райондордо 15-20 метрге жетиши күтүлөт.
Абанын температурасы төмөндөйт.
Мындай туруксуз аба ырайы айыл чарба иштерин, унаа, энергетика жана коммуналдык кызматтардын ишин жана жайыттарда малды кармоону кыйындатат.
Нөшөрлүү жаан чачынга байланыштуу республиканын тоолуу жана тоо этектериндеги райондорунда сел жүрүшү мүмкүн.",weather,"12-июнга чейин туруксуз аба - ырайы сакталып , жаан , мөндүр , ал эми тоолордо жана тоо этектеринде кар жаайт . Бул тууралуу ӨКМ маалымдайт . Батыштан соккон шамалдын ылдамдыгы секундасына 4- 9 метрден , кээ бир райондордо 15- 20 метрге жетиши күтүлөт . Абанын температурасы төмөндөйт . Мындай туруксуз аба ырайы айыл чарба иштерин , унаа , энергетика жана коммуналдык кызматтардын ишин жана жайыттарда малды кармоону кыйындатат . Нөшөрлүү жаан чачынга байланыштуу республиканын тоолуу жана тоо этектериндеги райондорунда сел жүрүшү мүмкүн ."
3440,"Кыргызстандын аймагында 22-23-май күндөрү туруксуз аба-ырайы күтүлөт. Бул тууралуу ӨКМ маалымдайт.
Көпчүлүк аймактарда жаан жаап, күн күркүрөшү, бийик тоолуу райондордо кар жаашы күтүлөт, кээ бир тоолуу райондордо жана тоо этектеринде мөндүр жаашы мүмкүн.
Чүй, Ош, Жалал-Абад, Баткен облустарынын тоо этектеринде жана тоолуу райондорунда жана Ысык-Көл облусунун чыгышында жаан болот. Батыштан соккон шамалдын ылдамдыгы секундасына 4-9 метрден, Чүй, Ысык-Көл, Нарын облустарынын кээ бир райондорунда 15-20 метрге жетиши ыктымал.
Абанын температурасы төмөндөйт. Мындай туруксуз аба-ырайы айыл чарба иштерин, автоунаа, энергетика жана коммуналдык кызматтардын ишин жана жайыттарда малды кармоону кыйындатат.",weather,"Кыргызстандын аймагында 22- 23-май күндөрү туруксуз аба - ырайы күтүлөт . Бул тууралуу ӨКМ маалымдайт . Көпчүлүк аймактарда жаан жаап , күн күркүрөшү , бийик тоолуу райондордо кар жаашы күтүлөт , кээ бир тоолуу райондордо жана тоо этектеринде мөндүр жаашы мүмкүн . Чүй , Ош , Жалал - Абад , Баткен облустарынын тоо этектеринде жана тоолуу райондорунда жана Ысык-Көл облусунун чыгышында жаан болот . Батыштан соккон шамалдын ылдамдыгы секундасына 4- 9 метрден , Чүй , Ысык-Көл , Нарын облустарынын кээ бир райондорунда 15- 20 метрге жетиши ыктымал . Абанын температурасы төмөндөйт . Мындай туруксуз аба - ырайы айыл чарба иштерин , автоунаа , энергетика жана коммуналдык кызматтардын ишин жана жайыттарда малды кармоону кыйындатат ."
9813,"2020-жылдын январь-июнь айларында бир кызматкердин орточо номиналдык айлык акысы (кичи ишканаларды эске албаганда) 17 миң 999 сомду түзүп, 2019-жылдын январь-июнунан салыштырмалуу 10,5 пайызга көбөйдү. Бул тууралуу Улуттук статискалык комитет билдирет.
Алардын маалыматында, республикада айрым тармактагы кызматкерлердин айлыгы 9,8 миңден 36 миң сомго чейинки өлчөмдү түзөт.
«Эң эле жогору орточо айлык акысы финансылык ортомчулук жана камсыздандыруу тармагынын кызматкерлеринде аныкталды — 36 миң 28 сом, маалымат жана байланыш тармагында — 35 миң 133 сом жана пайдалуу кен казуу тармагында — 35 миң 5 сомду түздү», — дейт Статком.
 
Ал эми искусство, көңүл ачуу жана эс алуу тармагынын кызматкерлери — 9 миң 829 сом, саламаттыкты сактоо жана калкты социалдык жактан камсыздоодо — 10 миң 750 сом жана билим берүү тармагында — 14 миң 509 сом болуп, республикалык орточо айлык акынын деңгээлинин төмөн орунду ээледи.
Комитет калктын 76 пайызы үчүн негизги киреше бөлүгү айыл-чарба тармагы жана ишкерчилик болуп саналарын белгилейт.",economics and finance,"2020- жылдын январь - июнь айларында бир кызматкердин орточо номиналдык айлык акысы ( кичи ишканаларды эске албаганда ) 17 миң 999 сомду түзүп , 2019- жылдын январь - июнунан салыштырмалуу 10,5 пайызга көбөйдү . Бул тууралуу Улуттук статискалык комитет билдирет . Алардын маалыматында , республикада айрым тармактагы кызматкерлердин айлыгы 9,8 миңден 36 миң сомго чейинки өлчөмдү түзөт . « Эң эле жогору орточо айлык акысы финансылык ортомчулук жана камсыздандыруу тармагынын кызматкерлеринде аныкталды — 36 миң 28 сом , маалымат жана байланыш тармагында — 35 миң 133 сом жана пайдалуу кен казуу тармагында — 35 миң 5 сомду түздү » , — дейт Статком . Ал эми искусство , көңүл ачуу жана эс алуу тармагынын кызматкерлери — 9 миң 829 сом , саламаттыкты сактоо жана калкты социалдык жактан камсыздоодо — 10 миң 750 сом жана билим берүү тармагында — 14 миң 509 сом болуп , республикалык орточо айлык акынын деңгээлинин төмөн орунду ээледи . Комитет калктын 76 пайызы үчүн негизги киреше бөлүгү айыл - чарба тармагы жана ишкерчилик болуп саналарын белгилейт ."
7259,"Акыркы жума ичинде Кыргызстанда сасык тумоого чалдыккандардын саны 5,5 пайызга өстү. Бул тууралуу маалымат жыйынында Саламаттык сактоо министрлигинин өкүлдөрү билдиришти.
Билдирүүгө ылайык, ооругандардын басымдуу бөлүгү 14 жашка чейинки жаш балдар.
Министрликтин өкүлдөрү өлкөдө жалпысынан эпидемиологиялык абал туруктуу экенин кошумчалашты.
Эске сала кетсек, Бишкек шаарынын баардык Үй-бүлөлүк медицина борборлору жана күндүзгү стационарлар майрамдык эс алуу күндөрү штаттык тартипте иштейт. ҮМБнын ишемби, жекшемби күнкү иштөө тартиби 8.00 дөн 18.00гө чейин узартылды. Ошондой эле Тез медициналык жардам борборунда 103; 1833 байланыш телефондору аркылуу дарыгердин кеңеш берүү кызматы күнү-түнү иштейт.",health,"Акыркы жума ичинде Кыргызстанда сасык тумоого чалдыккандардын саны 5,5 пайызга өстү . Бул тууралуу маалымат жыйынында Саламаттык сактоо министрлигинин өкүлдөрү билдиришти . Билдирүүгө ылайык , ооругандардын басымдуу бөлүгү 14 жашка чейинки жаш балдар . Министрликтин өкүлдөрү өлкөдө жалпысынан эпидемиологиялык абал туруктуу экенин кошумчалашты . Эске сала кетсек , Бишкек шаарынын баардык Үй - бүлөлүк медицина борборлору жана күндүзгү стационарлар майрамдык эс алуу күндөрү штаттык тартипте иштейт . ҮМБнын ишемби , жекшемби күнкү иштөө тартиби 8.00 дөн 18.00гө чейин узартылды . Ошондой эле Тез медициналык жардам борборунда 103 ; 1833 байланыш телефондору аркылуу дарыгердин кеңеш берүү кызматы күнү - түнү иштейт ."
7448,"2019-жылдын ичинде Чүй облусу боюнча 1 миң 176 өрт кырсыгы катталып (2018-жылы 1 миң 542), өткөн жылга салыштырмалуу өрттүн саны 23,7 пайызга азайган. Бул тууралуу ӨКМ билдирди.
«Өрттөн болгон материалдык чыгымдар 47 миллион сомдон ашкан. Ал эми тилсиз жоодон 18 адам каза таап, 11 адам жабыркады», — деп айтылат маалыматта.
Куткаруучулар өрттөн 14 адамдын өмүрүн жана 564 миллион сомдон ашык товардык материалдык баалуулуктарды сактап калышкан.",accidents,"2019- жылдын ичинде Чүй облусу боюнча 1 миң 176 өрт кырсыгы катталып ( 2018- жылы 1 миң 542 ) , өткөн жылга салыштырмалуу өрттүн саны 23,7 пайызга азайган . Бул тууралуу ӨКМ билдирди . « Өрттөн болгон материалдык чыгымдар 47 миллион сомдон ашкан . Ал эми тилсиз жоодон 18 адам каза таап , 11 адам жабыркады » , — деп айтылат маалыматта . Куткаруучулар өрттөн 14 адамдын өмүрүн жана 564 миллион сомдон ашык товардык материалдык баалуулуктарды сактап калышкан ."
2370,"Республикалык деңгээлде өткөрүлгөн ишембиликтин жыйынтыгында өлкө боюнча жалпысынан узундугу 3200 метр канал, 5337 метр ички арыктар тазаланды. Бул тууралуу ӨКМнын басма сөз кызматы билдирди.
Маалыматка ылайык, 5205 унаа жолдун жээктери, 2,5 чакырым участок тазаланып, 8,5 тонна таштанды чыгарылды. Мындан тышкары 71 түп көчөт отургузулду. 
Эске салсак, 16-мартта өлкө аймагында жалпы ишембилик уюштурулду. Ага президент, өкмөт башчы министрлери менен, Жогорку Кеңештин депутаттары катышты. ",ecology,"Республикалык деңгээлде өткөрүлгөн ишембиликтин жыйынтыгында өлкө боюнча жалпысынан узундугу 3200 метр канал , 5337 метр ички арыктар тазаланды . Бул тууралуу ӨКМнын басма сөз кызматы билдирди . Маалыматка ылайык , 5205 унаа жолдун жээктери , 2,5 чакырым участок тазаланып , 8,5 тонна таштанды чыгарылды . Мындан тышкары 71 түп көчөт отургузулду . Эске салсак , 16-мартта өлкө аймагында жалпы ишембилик уюштурулду . Ага президент , өкмөт башчы министрлери менен , Жогорку Кеңештин депутаттары катышты ."
13149,"Кыргызстанда жылына аборт жасаган 2-3 аял набыт болот. Бул тууралуу Милдеттүү медициналык камсыздандыруу фонду маалымдады.
Алардын билдирүүсүндө, 2015-жылдан бери бир жылда 20 миң аборт катталат. Акыркы эки жылда,  COVID-19га байланыштуу боюунан алдыруу саны 20-25 пайызга төмөндөдү.
Милдеттүү медициналык камсыздандыруу фонду үй-бүлөнү пландоо жана бойго бүтүүдөн сактануу каражаттарын колдонуу зарылчылдыгын белгилейт.
Улуттук статистикалык комитеттин билдирүүсүндө, Кыргызстанда сактануу үчүн көбүнчө маткага салынуучу спираль колдонулат. Андан кийинки орунда презерватив турат. ","society,health","Кыргызстанда жылына аборт жасаган 2- 3 аял набыт болот . Бул тууралуу Милдеттүү медициналык камсыздандыруу фонду маалымдады . Алардын билдирүүсүндө , 2015- жылдан бери бир жылда 20 миң аборт катталат . Акыркы эки жылда , COVID - 19га байланыштуу боюунан алдыруу саны 20- 25 пайызга төмөндөдү . Милдеттүү медициналык камсыздандыруу фонду үй-бүлөнү пландоо жана бойго бүтүүдөн сактануу каражаттарын колдонуу зарылчылдыгын белгилейт . Улуттук статистикалык комитеттин билдирүүсүндө , Кыргызстанда сактануу үчүн көбүнчө маткага салынуучу спираль колдонулат . Андан кийинки орунда презерватив турат ."
16358,"Россиядан кароосуз калган беш бала Кыргызстанга алып келинди. Бул тууралуу Эмгек жана социалдык өнүгүү министри маалымдайт.
Маалыматка караганда, алар үч айдан бир жашка чейинки бөбөктөр. Даарыгерлер карап чыккандан кийин убактылуу балдар үйүнө жайгаштырылды. 
Министрлик эми укук коргоо органдары менен биргеликте ата-энелерин, же туугандарын издешет. 
Жыл башынан бери Россиядан 7 кыргызстандык бала алынып келинди. ",society,"Россиядан кароосуз калган беш бала Кыргызстанга алып келинди . Бул тууралуу Эмгек жана социалдык өнүгүү министри маалымдайт . Маалыматка караганда , алар үч айдан бир жашка чейинки бөбөктөр . Даарыгерлер карап чыккандан кийин убактылуу балдар үйүнө жайгаштырылды . Министрлик эми укук коргоо органдары менен биргеликте ата-энелерин , же туугандарын издешет . Жыл башынан бери Россиядан 7 кыргызстандык бала алынып келинди ."
3582,"Кыргызстанда 3 жыл ичинде балдарга карата кылмыштуулуктун саны өстү. Бул тууралуу 24.kg агенттигине Башкы прокуратурадан билдиришти.
2018-жылы өспүрүмдөргө карата 1 миң 368 кылмыш катталган. 2017-жылы 1 миң 107, ал эми 2016-жылы 862 кылмыш каттоого алынган.
«2017-жылы кылмыштардын саны 28 пайызга көбөйгөн. Былтыр 24 пайызга көп катталды. Жыл сайын өсүү динамикасы байкалууда. Былтыр Бишкекте балдарга карата кылмыштар 62 пайызга, Талас облусунда 60 пайызга, Ош облусунда дээрлик 44 пайызга көбөйгөн», -деп билдиришти Башкы прокуратурадан.",law and crime,"Кыргызстанда 3 жыл ичинде балдарга карата кылмыштуулуктун саны өстү . Бул тууралуу 24 . kg агенттигине Башкы прокуратурадан билдиришти . 2018- жылы өспүрүмдөргө карата 1 миң 368 кылмыш катталган . 2017- жылы 1 миң 107 , ал эми 2016- жылы 862 кылмыш каттоого алынган . « 2017- жылы кылмыштардын саны 28 пайызга көбөйгөн . Былтыр 24 пайызга көп катталды . Жыл сайын өсүү динамикасы байкалууда . Былтыр Бишкекте балдарга карата кылмыштар 62 пайызга , Талас облусунда 60 пайызга , Ош облусунда дээрлик 44 пайызга көбөйгөн » , - деп билдиришти Башкы прокуратурадан ."
20868,"Кыргызстанда эмдөөдөн баш тарткандар көбөйүп баратат. Бул тууралуу «Азаттыкка» Иммуннопрофилактика борборунун директору Гүлбара Ишенапысова билдирди.
Андан алынган маалыматка ылайык, 2017-жылы жети миңдей киши эмдөөдөн баш тарткан. Анын ичинен 68% өз чечимин диний көз караштар менен негиздеген. Ал эми баш тарткандардын 15% вакциналардын сапатынан күмөн санагандар. Калгандары маалымат жоктугунан вакцина албайт. Вакциналардын сапатынан күмөн санагандар көбүнчө Бишкекте жана Чүй облусунда жашайт.
«Азыр бизде эмдөө Өзбекстандагыдай милдеттүү түрдө киргизилген эмес. Өзбекстанда эмдөөдөн баш тарткандар жазаланат. Мындай көрүнүш улана берсе «эпидемиологиялык жактан таза эмессиңер» деп бизге же туристтер таптакыр кирбей коет же кирген туристтерден ар кандай оорулар жугушу мүмкүн. Азыр Европада кызамык күчөп жатат. Орусиядан мигранттарыбыз аркылуу ал бизге да келип жатпайбы», — деп билдирди Гүлбара Ишенапысова.
2016-жылы эмдөөдөн баш тарткандардын жалпы саны беш миңдей кишини түзгөн.",health,"Кыргызстанда эмдөөдөн баш тарткандар көбөйүп баратат . Бул тууралуу « Азаттыкка » Иммуннопрофилактика борборунун директору Гүлбара Ишенапысова билдирди . Андан алынган маалыматка ылайык , 2017- жылы жети миңдей киши эмдөөдөн баш тарткан . Анын ичинен 68% өз чечимин диний көз караштар менен негиздеген . Ал эми баш тарткандардын 15% вакциналардын сапатынан күмөн санагандар . Калгандары маалымат жоктугунан вакцина албайт . Вакциналардын сапатынан күмөн санагандар көбүнчө Бишкекте жана Чүй облусунда жашайт . « Азыр бизде эмдөө Өзбекстандагыдай милдеттүү түрдө киргизилген эмес . Өзбекстанда эмдөөдөн баш тарткандар жазаланат . Мындай көрүнүш улана берсе « эпидемиологиялык жактан таза эмессиңер » деп бизге же туристтер таптакыр кирбей коет же кирген туристтерден ар кандай оорулар жугушу мүмкүн . Азыр Европада кызамык күчөп жатат . Орусиядан мигранттарыбыз аркылуу ал бизге да келип жатпайбы » , — деп билдирди Гүлбара Ишенапысова . 2016- жылы эмдөөдөн баш тарткандардын жалпы саны беш миңдей кишини түзгөн ."
15178,"Кыргызстанда калктын саны боюнча маалымат жаңыланды. Улуттук статистика комитети 7-сентябрда билдиргендей, жазында өткөн эл каттоонун баштапкы жыйынтыгы өлкө калкы 6 миллион 977 миң адам экенин аныктады. Эми, 1-августтан тартып кийинки эсептөөлөргө чейин кыргызстандыктардын расмий саны боюнча ушул маалымат айтылып турушу шарт.
Өлкөнүн эл жана турак жай фондун каттоонун биринчи этабы 25-марттан 3-апрелге, алыскы тоолуу райондорду камтыган экинчи этабы 23-апрелден 2-майга чейин өткөн. Каттоонун баштапкы жыйынтыгы сентябрь-октябрь айларында, ал эми расмий жыйынтыгы бир жылдан кийин жарыяланары айтылган.
Быйылкы жылдын 1-июлундагы эсепте Кыргызстандын калкы 6 миллион 804 миң адам экени маалымдалган.
Январь-июнь айлары кыргызстандыктар 56,5 миң адамга көбөйүп, көрсөткүч 0,8% өстү.","economics and finance,society","Кыргызстанда калктын саны боюнча маалымат жаңыланды . Улуттук статистика комитети 7-сентябрда билдиргендей , жазында өткөн эл каттоонун баштапкы жыйынтыгы өлкө калкы 6 миллион 977 миң адам экенин аныктады . Эми , 1- августтан тартып кийинки эсептөөлөргө чейин кыргызстандыктардын расмий саны боюнча ушул маалымат айтылып турушу шарт . Өлкөнүн эл жана турак жай фондун каттоонун биринчи этабы 25-марттан 3- апрелге , алыскы тоолуу райондорду камтыган экинчи этабы 23- апрелден 2-майга чейин өткөн . Каттоонун баштапкы жыйынтыгы сентябрь - октябрь айларында , ал эми расмий жыйынтыгы бир жылдан кийин жарыяланары айтылган . Быйылкы жылдын 1-июлундагы эсепте Кыргызстандын калкы 6 миллион 804 миң адам экени маалымдалган . Январь - июнь айлары кыргызстандыктар 56,5 миң адамга көбөйүп , көрсөткүч 0,8% өстү ."
588,"Кыргызстандын аймагында 2 жарым миң бала эмгектенип жүрүп, мектепке барбай калган. Бул тууралуу Жогорку Кеңештин жыйынында вице-премьер-министр Алтынай Өмүрбекова депутат Аида Касымалиеванын берген суроосуна жооп берип жатканда маалым болду.
Депутат өкмөт өкүлдөрүнөн мектепке барбай калган балдар тууралуу сурады.
«Ар бир баланын мектепке баруусуна кам көрүп жатабыз. Кээ бир балдар ден соолугуна байланыштуу мектепке бара албайт жатат», — деди Алтынай Өмүрбекова.
Депутат жөлөк пул тууралуу оюн ортого салды. «Биз жөлөк пул берүүгө бюджеттен акча бөлүп бергенбиз. Бюджетте акча бар. Эмнеге кыскартышыбыз керек? Балага жөлөк, ар бир үй-бүлөгө көмөк», — деди ал.","education,society","Кыргызстандын аймагында 2 жарым миң бала эмгектенип жүрүп , мектепке барбай калган . Бул тууралуу Жогорку Кеңештин жыйынында вице-премьер - министр Алтынай Өмүрбекова депутат Аида Касымалиеванын берген суроосуна жооп берип жатканда маалым болду . Депутат өкмөт өкүлдөрүнөн мектепке барбай калган балдар тууралуу сурады . « Ар бир баланын мектепке баруусуна кам көрүп жатабыз . Кээ бир балдар ден соолугуна байланыштуу мектепке бара албайт жатат » , — деди Алтынай Өмүрбекова . Депутат жөлөк пул тууралуу оюн ортого салды . « Биз жөлөк пул берүүгө бюджеттен акча бөлүп бергенбиз . Бюджетте акча бар . Эмнеге кыскартышыбыз керек \? Балага жөлөк , ар бир үй-бүлөгө көмөк » , — деди ал ."
3467,"Нарын облусунда мектептин курулушун толугу менен бүтүрбөгөн курулуш компаниянын башкы директору менен капиталдык курулуш башкармалыгынын кызматкери кармалды. Бул тууралуу 24.kg агенттигине УКМКдан билдиришти.
Маалыматка ылайык, кармалган жарандарга мамлекетке чыгым келтирди деген айып коюлууда.
Жумгал районуна караштуу Ак-Татыр айылындагы мектептин курулушу 2016-жылдын ноябрында аякташы керек болчу. Ага чейин Нарын облусу боюнча капиталдык курулуш башкармалыгы жана «Авангард-Строй» ЖЧК тендердин жыйынтыгы менен келишим түзүшкөн. Долбоор 64 миллион 844 миң сомго бааланган. Бирок, курулуш компаниясы мектептин курулушун бүтүргөн эмес.
Мамлекетке келтирилген чыгым 8 миллион 143 миң 716 сомду түздү.","law and crime,education","Нарын облусунда мектептин курулушун толугу менен бүтүрбөгөн курулуш компаниянын башкы директору менен капиталдык курулуш башкармалыгынын кызматкери кармалды . Бул тууралуу 24 . kg агенттигине УКМКдан билдиришти . Маалыматка ылайык , кармалган жарандарга мамлекетке чыгым келтирди деген айып коюлууда . Жумгал районуна караштуу Ак-Татыр айылындагы мектептин курулушу 2016- жылдын ноябрында аякташы керек болчу . Ага чейин Нарын облусу боюнча капиталдык курулуш башкармалыгы жана « Авангард - Строй » ЖЧК тендердин жыйынтыгы менен келишим түзүшкөн . Долбоор 64 миллион 844 миң сомго бааланган . Бирок , курулуш компаниясы мектептин курулушун бүтүргөн эмес . Мамлекетке келтирилген чыгым 8 миллион 143 миң 716 сомду түздү ."
4984,"            

«Мектептин аймагында ор казып, бактарды кыя башташты», -деп билдирет тургундар. Алар аталган аянтка кезектеги көп кабаттуу үй курулат деп кабатырланышууда.
Бирок, Бишкек мэриясы мектептин жанына окуу корпусу курула турганын айтты. Аталган курулуш иштерине жемкорлук менен күрөшүүдөн түшкөн каражат жумшалмакчы.",society,"« Мектептин аймагында ор казып , бактарды кыя башташты » , - деп билдирет тургундар . Алар аталган аянтка кезектеги көп кабаттуу үй курулат деп кабатырланышууда . Бирок , Бишкек мэриясы мектептин жанына окуу корпусу курула турганын айтты . Аталган курулуш иштерине жемкорлук менен күрөшүүдөн түшкөн каражат жумшалмакчы ."
5164,"Бишкек-Нарын-Торугарт унаа жолунда кырсык катталып, 3 киши жабыркады. Бул тууралуу ӨКМ билдирди.
Маалыматка караганда, «Ауди» үлгүсүндөгү унаанын айдоочусу рулга ээ боло албай калып, жолдун четиндеги тосмону сүзгөн. 3 киши ар кандай жаракат алышты. Куткаруучулар аларды унаадан чыгарып, тез жардам кызматына өткөрүп беришкен.
Кырсык Кувакы ашуусунда болгон.",accidents,"Бишкек - Нарын - Торугарт унаа жолунда кырсык катталып , 3 киши жабыркады . Бул тууралуу ӨКМ билдирди . Маалыматка караганда , « Ауди » үлгүсүндөгү унаанын айдоочусу рулга ээ боло албай калып , жолдун четиндеги тосмону сүзгөн . 3 киши ар кандай жаракат алышты . Куткаруучулар аларды унаадан чыгарып , тез жардам кызматына өткөрүп беришкен . Кырсык Кувакы ашуусунда болгон ."
5188,"Ош облусуна караштуу Кара-Суу районунда 2 унаа кагышып, 5 киши жабыркады. Бул тууралуу облустук Жол кыймылынын коопсуздугун камсыздоо башкы башкармалыгы билдирди.
Маалыматка караганда, Баткен облусуна караштуу Кадамжай районунун 1993-жылы туулган тургуну Т.Ч. «Фольксваген Пассат» үлгүсүндөгү унаасы менен бара жатып, рулду башкара албай калган.Ал каршы тилкеде келе жаткан «Хундай Портер» унаасы менен кагышкан.
Кесепетинен «Хундай Портер» унаасынын айдоочусу жана ичиндеги 2 жүргүнчү жабыркаган. «Фольксваген» унаасынын айдоочусу жана жүргүнчүсү ар кандай жаракаттарды алышкан.",accidents,"Ош облусуна караштуу Кара - Суу районунда 2 унаа кагышып , 5 киши жабыркады . Бул тууралуу облустук Жол кыймылынын коопсуздугун камсыздоо башкы башкармалыгы билдирди . Маалыматка караганда , Баткен облусуна караштуу Кадамжай районунун 1993- жылы туулган тургуну Т. Ч . « Фольксваген Пассат » үлгүсүндөгү унаасы менен бара жатып , рулду башкара албай калган . Ал каршы тилкеде келе жаткан « Хундай Портер » унаасы менен кагышкан . Кесепетинен « Хундай Портер » унаасынын айдоочусу жана ичиндеги 2 жүргүнчү жабыркаган . « Фольксваген » унаасынын айдоочусу жана жүргүнчүсү ар кандай жаракаттарды алышкан ."
13322,"Кемин районундагы жол кырсыгында эки адам каза болуп, үчөө жабыркады. Бул тууралуу ӨКМ билдирди.
Маалыматка караганда, 17-октябрь күнү Кемин району, Ударник айылынын Ленин көчөсүндө Daewoo Nexia унаасынын айдоочусу рулга ээ боло албай жолдон чыгып бак сүзгөн. 
 Кырсыктын кесепетинен 2004-ж.т. С.Т. аттуу бала, 1 кыз каза болгон жана 3 өспүрүм балдар жабыркаган.
 Куткаруучулар каза болгон жана жабыркаган жарандарды унаадан чыгарып тез жардам кызматкерлерине өткөрүп беришкен. ",accidents,"Кемин районундагы жол кырсыгында эки адам каза болуп , үчөө жабыркады . Бул тууралуу ӨКМ билдирди . Маалыматка караганда , 17- октябрь күнү Кемин району , Ударник айылынын Ленин көчөсүндө Daewoo Nexia унаасынын айдоочусу рулга ээ боло албай жолдон чыгып бак сүзгөн . Кырсыктын кесепетинен 2004- ж. т. С . Т. аттуу бала , 1 кыз каза болгон жана 3 өспүрүм балдар жабыркаган . Куткаруучулар каза болгон жана жабыркаган жарандарды унаадан чыгарып тез жардам кызматкерлерине өткөрүп беришкен ."
21976,"Нарын облусуна караштуу Кочкор районунда жол кырсыгы катталып, кесепетинен 2 киши каза болду. Бул тууралуу 24.kg агенттигине облустук Жол кыймылы коопсуздугун камсыздоо башкармалыгынан билдиришти.
Маалым болгондой, дагы эки киши жаракат алышкан.
Кырсык бүгүн Бишкек — Кочкор — Торугарт жолунда катталды.
Audi унаасы комбайнды артынан сүзүп алган. Жардам берүү үчүн Volkswagen унаасынын айдоочусу токтоп, жабырлануучуну унаадан түшүрүп жаткан маалда, жолдо кетип бара жаткан Mercedes унаасы аларды коюп кеткен. Акырында Audi унаасын сүзүп токтогон. Кесепетинен 2 киши каза таап, дагы 2 киши жаракат алды.",accidents,"Нарын облусуна караштуу Кочкор районунда жол кырсыгы катталып , кесепетинен 2 киши каза болду . Бул тууралуу 24 . kg агенттигине облустук Жол кыймылы коопсуздугун камсыздоо башкармалыгынан билдиришти . Маалым болгондой , дагы эки киши жаракат алышкан . Кырсык бүгүн Бишкек — Кочкор — Торугарт жолунда катталды . Audi унаасы комбайнды артынан сүзүп алган . Жардам берүү үчүн Volkswagen унаасынын айдоочусу токтоп , жабырлануучуну унаадан түшүрүп жаткан маалда , жолдо кетип бара жаткан Mercedes унаасы аларды коюп кеткен . Акырында Audi унаасын сүзүп токтогон . Кесепетинен 2 киши каза таап , дагы 2 киши жаракат алды ."
21076,"Бүгүн Талас-Тараз жолунун 58-чакырымында жол кырсыгы катталды. Бул тууралуу ӨКМнын басма сөз кызматы билдирди.
Маалыматка караганда, «Ауди» жана «Хонда Степ» үлгүсүндөгү унаалар сүзүшкөн. Кесепетинен «Ауди» унаасындагы 2 киши каза болуп, 7 жашар бала оор жаракат алды.
Ал эми экинчи унаанын айдоочусу оор жаракат алып, ооруканага жеткирилди. Учурда анын өздүгү такталууда.",accidents,"Бүгүн Талас - Тараз жолунун 58-чакырымында жол кырсыгы катталды . Бул тууралуу ӨКМнын басма сөз кызматы билдирди . Маалыматка караганда , « Ауди » жана « Хонда Степ » үлгүсүндөгү унаалар сүзүшкөн . Кесепетинен « Ауди » унаасындагы 2 киши каза болуп , 7 жашар бала оор жаракат алды . Ал эми экинчи унаанын айдоочусу оор жаракат алып , ооруканага жеткирилди . Учурда анын өздүгү такталууда ."
